tenant,agent,case_id,tool_name,result_class,n_results,assertion_score,passed,tool_calls_count
bertrand,react_agent_v2,case_036,search_people,has_results,3,1.0,False,2
bertrand,react_agent_v2,case_036,search_email,has_results,10,1.0,False,2
bertrand,react_agent_v2,case_037,search_people,has_results,3,0.25,False,2
bertrand,react_agent_v2,case_037,search_email,has_results,5,0.25,False,2
bertrand,react_agent_v2,case_038,search_people,has_results,3,0.75,False,2
bertrand,react_agent_v2,case_038,search_email,has_results,17,0.75,False,2
bertrand,react_agent_v2,case_039,search_people,has_results,3,0.5,False,2
bertrand,react_agent_v2,case_039,search_email,has_results,1,0.5,False,2
bertrand,react_agent_v2,case_040,search_people,has_results,3,0.6666666666666666,False,2
bertrand,react_agent_v2,case_040,search_email,has_results,3,0.6666666666666666,False,2
bertrand,react_agent_v2,case_041,search_email,has_results,20,1.0,False,1
bertrand,react_agent_v2,case_042,search_email,has_results,11,1.0,False,1
bertrand,react_agent_v2,case_043,search_email,error,40,1.0,True,1
bertrand,react_agent_v2,case_044,search_email,has_results,20,1.0,True,1
bertrand,react_agent_v2,case_045,search_email,has_results,20,0.5,False,1
bertrand,react_agent_v2,case_046,search_email,has_results,11,1.0,False,1
bertrand,react_agent_v2,case_047,search_email,has_results,13,0.6666666666666666,False,1
bertrand,react_agent_v2,case_048,search_email,has_results,11,1.0,False,1
bertrand,react_agent_v2,case_049,search_email,has_results,20,1.0,True,1
bertrand,react_agent_v2,case_050,search_email,has_results,7,1.0,False,1
bertrand,react_agent_v2,case_051,search_email,has_results,20,1.0,False,2
bertrand,react_agent_v2,case_051,search_email,has_results,20,1.0,False,2
bertrand,react_agent_v2,case_052,search_email,has_results,20,1.0,False,1
bertrand,react_agent_v2,case_053,search_email,has_results,20,1.0,False,1
bertrand,react_agent_v2,case_054,search_email,has_results,20,1.0,True,1
bertrand,react_agent_v2,case_055,search_email,has_results,20,1.0,True,1
bertrand,react_agent_v2,case_056,search_people,has_results,3,0.3333333333333333,False,2
bertrand,react_agent_v2,case_056,search_email,has_results,1,0.3333333333333333,False,2
bertrand,react_agent_v2,case_057,search_email,has_results,7,0.5,False,1
bertrand,react_agent_v2,case_058,search_email,has_results,16,1.0,False,1
bertrand,react_agent_v2,case_059,search_email,has_results,12,1.0,False,1
bertrand,react_agent_v2,case_060,search_email,has_results,15,0.6666666666666666,False,1
bertrand,react_agent_v2,case_061,search_people,has_results,3,1.0,True,2
bertrand,react_agent_v2,case_061,search_email,has_results,1,1.0,True,2
bertrand,react_agent_v2,case_062,search_people,has_results,3,1.0,False,2
bertrand,react_agent_v2,case_062,search_email,has_results,12,1.0,False,2
bertrand,react_agent_v2,case_063,search_people,has_results,3,0.0,False,2
bertrand,react_agent_v2,case_063,search_email,has_results,0,0.0,False,2
bertrand,react_agent_v2,case_064,search_people,has_results,3,1.0,False,2
bertrand,react_agent_v2,case_064,search_email,has_results,7,1.0,False,2
bertrand,react_agent_v2,case_065,search_people,has_results,3,1.0,False,2
bertrand,react_agent_v2,case_065,search_email,error,8,1.0,False,2
bertrand,react_agent_v2,case_066,search_email,has_results,20,1.0,True,1
bertrand,react_agent_v2,case_067,search_email,has_results,20,1.0,False,1
bertrand,react_agent_v2,case_068,search_email,has_results,20,0.5,False,1
bertrand,react_agent_v2,case_069,search_email,has_results,20,1.0,True,1
bertrand,react_agent_v2,case_070,search_email,has_results,20,1.0,False,1
bertrand,react_agent_v2,case_071,search_email,has_results,20,0.5,False,1
bertrand,react_agent_v2,case_072,search_people,has_results,3,0.0,False,2
bertrand,react_agent_v2,case_072,search_email,has_results,0,0.0,False,2
bertrand,react_agent_v2,case_073,search_email,has_results,20,0.5,False,1
bertrand,react_agent_v2,case_074,search_email,has_results,12,0.0,False,1
bertrand,react_agent_v2,case_075,search_people,has_results,3,1.0,False,2
bertrand,react_agent_v2,case_075,search_email,has_results,3,1.0,False,2
bertrand,react_agent_v2,case_076,search_people,has_results,3,0.0,False,2
bertrand,react_agent_v2,case_076,search_email,has_results,0,0.0,False,2
bertrand,react_agent_v2,case_077,search_email,has_results,20,0.0,False,1
bertrand,react_agent_v2,case_078,search_email,has_results,36,0.0,False,1
bertrand,react_agent_v2,case_079,search_email,error,40,1.0,True,1
bertrand,react_agent_v2,case_080,search_email,has_results,20,0.0,False,1
bertrand,react_agent_v2,case_081,search_email,has_results,20,1.0,False,2
bertrand,react_agent_v2,case_081,search_email,error,20,1.0,False,2
bertrand,react_agent_v2,case_082,search_email,has_results,20,1.0,False,2
bertrand,react_agent_v2,case_082,search_meeting,has_results,3,1.0,False,2
bertrand,react_agent_v2,case_083,search_group_chat,has_results,3,1.0,True,3
bertrand,react_agent_v2,case_083,search_file,has_results,3,1.0,True,3
bertrand,react_agent_v2,case_083,search_in_file,has_results,0,1.0,True,3
bertrand,react_agent_v2,case_084,search_email,has_results,20,1.0,True,1
bertrand,react_agent_v2,case_085,search_email,has_results,20,1.0,False,1
bertrand,react_agent_v2,case_086,search_email,has_results,20,0.5,False,1
bertrand,react_agent_v2,case_087,search_meeting,has_results,3,1.0,True,1
bertrand,react_agent_v2,case_088,search_email,has_results,20,0.5,False,1
bertrand,react_agent_v2,case_089,search_email,has_results,20,0.5,False,1
bertrand,react_agent_v2,case_090,search_email,error,20,0.5,False,1
bertrand,react_agent_v2,case_091,search_meeting,has_results,3,1.0,False,1
bertrand,react_agent_v2,case_092,search_meeting,has_results,3,0.5,False,1
bertrand,react_agent_v2,case_093,search_meeting,has_results,3,1.0,False,1
bertrand,react_agent_v2,case_094,search_email,has_results,20,1.0,False,1
bertrand,react_agent_v2,case_095,search_meeting,has_results,6,1.0,False,1
bertrand,react_agent_v2,case_096,search_file,has_results,3,0.3333333333333333,False,1
bertrand,react_agent_v2,case_097,search_email,has_results,20,1.0,False,1
bertrand,react_agent_v2,case_098,search_email,has_results,20,0.6666666666666666,False,1
bertrand,react_agent_v2,case_099,search_meeting,has_results,3,0.6666666666666666,False,1
bertrand,react_agent_v2,case_100,search_group_chat,has_results,3,1.0,False,2
bertrand,react_agent_v2,case_100,search_meeting,has_results,3,1.0,False,2
bertrand,react_agent_v2,case_101,search_email,has_results,36,1.0,False,1
bertrand,react_agent_v2,case_102,search_meeting,has_results,3,0.5,False,1
bertrand,react_agent_v2,case_103,search_email,has_results,20,0.0,False,2
bertrand,react_agent_v2,case_103,search_meeting,has_results,3,0.0,False,2
bertrand,react_agent_v2,case_104,search_email,error,20,0.0,False,1
bertrand,react_agent_v2,case_105,search_meeting,has_results,3,0.5,False,1
bertrand,react_agent_v2,case_106,search_group_chat,has_results,3,0.0,False,1
bertrand,react_agent_v2,case_107,search_group_chat,has_results,3,1.0,False,1
bertrand,react_agent_v2,case_108,search_group_chat,has_results,3,0.5,False,3
bertrand,react_agent_v2,case_108,search_group_chat,has_results,3,0.5,False,3
bertrand,react_agent_v2,case_108,search_meeting,has_results,3,0.5,False,3
bertrand,react_agent_v2,case_109,search_email,has_results,20,1.0,False,1
bertrand,react_agent_v2,case_110,search_email,has_results,20,0.5,False,1
bertrand,react_agent_v2,case_111,search_meeting,has_results,3,1.0,True,2
bertrand,react_agent_v2,case_111,search_chat,has_results,3,1.0,True,2
bertrand,react_agent_v2,case_112,search_in_file,error,0,0.3333333333333333,False,3
bertrand,react_agent_v2,case_112,search_email,has_results,20,0.3333333333333333,False,3
bertrand,react_agent_v2,case_112,search_group_chat,has_results,3,0.3333333333333333,False,3
bertrand,react_agent_v2,case_113,search_email,has_results,20,0.6666666666666666,False,1
bertrand,react_agent_v2,case_114,search_email,has_results,20,1.0,True,2
bertrand,react_agent_v2,case_114,search_meeting,has_results,3,1.0,True,2
bertrand,react_agent_v2,case_115,search_file,has_results,3,0.5,False,1
bertrand,react_agent_v2,case_116,search_file,has_results,3,0.5,False,2
bertrand,react_agent_v2,case_116,read_file,has_results,0,0.5,False,2
bertrand,react_agent_v2,case_117,search_file,has_results,3,1.0,True,2
bertrand,react_agent_v2,case_117,read_file,has_results,0,1.0,True,2
bertrand,react_agent_v2,case_118,search_email,has_results,40,1.0,True,1
bertrand,react_agent_v2,case_119,search_email,has_results,60,1.0,False,1
bertrand,react_agent_v2,case_120,search_email,has_results,20,0.5,False,1
